leaf,count,diff,isWhiteNoise,max,min,mean,std,diff_smooth,isWhiteNoise_smooth,max_smooth,min_smooth,mean_smooth,std_smooth
"('i06', 'e10', 'c5', 'p18', 'l4')",4032,0,0,6796,64,1489.2730654761904,773.2005508623856,0,0,3628,64,1486.908234126984,764.8659095779992
"('i06', 'e11', 'c5', 'p35', 'l2')",4032,0,0,3266,27,1113.954365079365,630.261478790837,0,0,2993,27,1113.6287202380952,629.3523754611248
"('i06', 'e11', 'c5', 'p07', 'l2')",4032,0,0,1610,2,349.9203869047619,224.39218909055256,0,0,1020,2,347.3253968253968,216.06100276200948
"('i06', 'e12', 'c5', 'p21', 'l3')",4032,0,0,1987,6,385.50099206349205,300.48690975735326,0,0,1285,6,380.34747023809524,284.67864183254795
"('i38', 'e10', 'c1', 'p16', 'l3')",4032,0,0,18389,155,6120.156994047619,3155.893259959788,0,0,15105,155,6115.4995039682535,3143.937271552992
"('i06', 'e04', 'c5', 'p17', 'l1')",4032,0,0,749,2,134.04588293650792,79.29918812957737,0,0,370,2,133.25272817460316,76.3887909865734
"('i06', 'e09', 'c5', 'p19', 'l2')",4032,0,0,1119,5,232.47296626984127,129.43863749406626,0,0,619,5,232.23338293650792,128.50189087710828
"('i06', 'e11', 'c5', 'p15', 'l2')",4032,0,0,5031,3,555.343501984127,354.85311041705233,0,0,1604,3,546.3110119047619,319.18311066330904
"('i06', 'e10', 'c5', 'p16', 'l3')",4032,0,0,116692,1988,33984.24652777778,16825.507387961265,0,0,80430,1988,33967.19742063492,16760.84491675835
"('i38', 'e08', 'c1', 'p19', 'l2')",4032,0,0,5483,4,651.3608630952381,482.44034192623843,0,0,2092,4,621.5032242063492,381.6490384906981
"('i38', 'e10', 'c1', 'p29', 'l3')",4032,0,0,15424,98,4002.0830853174602,2047.2277584169626,0,0,10143,98,3990.659722222222,2013.0109875252895
"('i06', 'e04', 'c5', 'p11', 'l1')",4032,0,0,623,3,163.11954365079364,101.41022544297454,0,0,467,3,162.62251984126985,100.06329033277802
"('i06', 'e10', 'c5', 'p05', 'l3')",4032,0,0,125421,1951,36643.072172619046,18116.48329167773,0,0,89396,1951,36627.89682539683,18058.97970705409
"('i06', 'e10', 'c5', 'p21', 'l3')",4032,0,0,108185,2183,33689.3216765873,17030.922111681244,0,0,76429,2183,33674.066716269845,16978.764442658045
"('i06', 'e10', 'c5', 'p29', 'l3')",4032,0,0,54066,917,16636.363839285714,7963.230082730744,0,0,39737,917,16618.91121031746,7912.550734281123
"('i06', 'e08', 'c5', 'p19', 'l2')",4032,0,0,19613,678,5731.575396825397,2725.4964370082535,0,0,13656,678,5718.655009920635,2686.1176618002823
"('i38', 'e11', 'c1', 'p16', 'l2')",4032,0,0,588,2,100.16790674603175,52.231739345182156,0,0,256,2,99.68005952380952,50.52041979895974
"('i06', 'e08', 'c5', 'p21', 'l2')",4032,0,0,77427,126,2300.7108134920636,2498.075377459689,0,0,8700,126,2220.828621031746,1230.6461637293914
"('i06', 'e10', 'c5', 'p24', 'l4')",4032,0,0,6639,82,1697.951140873016,893.070728017526,0,0,4326,82,1696.0401785714287,887.6490193876234
"('i06', 'e10', 'c5', 'p17', 'l4')",4032,0,0,8265,101,1867.3876488095239,955.0545846697133,0,0,4385,101,1864.4275793650793,944.7047815161822
"('i06', 'e10', 'c5', 'p09', 'l4')",4032,0,0,4482,48,952.2686011904761,491.26165221673665,0,0,2348,48,950.6277281746031,484.8487312732287
"('i06', 'e11', 'c5', 'p19', 'l2')",4032,0,0,8263,32,1122.420882936508,710.6401866565694,0,0,3229,32,1107.3859126984128,648.3547151725423
"('i02', 'e08', 'c1', 'p21', 'l3')",4032,0,0,2302,1,306.1587301587302,302.1367647379643,0,0,1210,1,302.4794146825397,290.922116979224
"('i06', 'e10', 'c5', 'p03', 'l3')",4032,0,0,92391,1893,27884.819692460318,13324.897884576973,0,0,66474,1893,27867.21056547619,13265.252170441177
"('i06', 'e08', 'c5', 'p14', 'l2')",4032,0,0,6064,34,973.2594246031746,597.3212853374048,0,0,2707,34,961.2006448412699,559.2842938069933
"('i38', 'e10', 'c1', 'p01', 'l3')",4032,0,0,35984,597,13531.74677579365,6820.408442537022,0,0,31565,597,13525.365823412698,6805.63629314089
"('i06', 'e10', 'c5', 'p28', 'l3')",4032,0,0,15932,136,6196.374007936508,3165.8710713445043,0,0,14130,136,6195.720734126984,3164.1333533629313
"('i06', 'e10', 'c5', 'p25', 'l3')",4032,0,0,16238,197,6595.162202380952,3424.247269123408,0,0,16238,197,6595.162202380952,3424.247269123408
"('i06', 'e04', 'c5', 'p18', 'l1')",4032,0,0,701,1,115.359375,72.62188076522953,0,0,327,1,114.42113095238095,69.24041700577521
"('i06', 'e10', 'c5', 'p32', 'l4')",4032,0,0,1678,16,621.7103174603175,336.35217352592434,0,0,1630,16,621.6346726190476,336.13419661368425
"('i02', 'e01', 'c1', 'p19', 'l3')",4032,0,0,1057,6,388.9407242063492,255.93192358940675,0,0,1057,6,388.9407242063492,255.93192358940675
"('i02', 'e09', 'c1', 'p11', 'l3')",4032,0,0,876,1,125.44742063492063,88.84655329853497,0,0,385,1,125.00124007936508,86.84981934059476
"('i06', 'e08', 'c5', 'p03', 'l2')",4032,0,0,18177,75,1612.2752976190477,1063.238795713936,0,0,4729,75,1586.8531746031747,919.6919096094263
"('i38', 'e10', 'c1', 'p08', 'l3')",4032,0,0,6441,26,2339.798363095238,1212.62750976865,0,0,5780,26,2338.7941468253966,1209.7991481869358
"('i06', 'e10', 'c5', 'p24', 'l3')",4032,0,0,56256,1289,21149.288442460318,10545.021905100668,0,0,44427,1289,21142.6626984127,10527.289465946062
"('i38', 'e11', 'c1', 'p01', 'l2')",4032,0,0,1276,13,265.59250992063494,128.40735872701345,0,0,634,13,264.38392857142856,124.40178051650804
"('i38', 'e10', 'c1', 'p14', 'l4')",4032,0,0,3508,7,642.3377976190476,347.98119729454686,0,0,1653,7,640.5220734126984,341.54970487712814
"('i38', 'e10', 'c1', 'p10', 'l2')",4032,0,0,5390,80,1773.9799107142858,939.1478450934351,0,0,4460,80,1772.6765873015872,935.9055544830167
"('i06', 'e11', 'c5', 'p16', 'l2')",4032,0,0,3029,3,419.37276785714283,257.8101733805122,0,0,1185,3,415.6225198412698,243.97748413873416
"('i06', 'e12', 'c5', 'p19', 'l3')",4032,0,0,5781,36,1009.0062003968254,727.7255256521935,0,0,3172,36,999.296626984127,696.5266885665245
"('i06', 'e10', 'c5', 'p20', 'l3')",4032,0,0,9844,92,3563.1989087301586,1783.4117028059331,0,0,8542,92,3562.1825396825398,1780.3027071484382
"('i38', 'e10', 'c1', 'p24', 'l3')",4032,0,0,13144,84,4944.310267857143,2596.1057916544987,0,0,12663,84,4942.7953869047615,2592.4401336914907
"('i06', 'e10', 'c5', 'p16', 'l4')",4032,0,0,10530,150,2615.982886904762,1353.9454385059944,0,0,6220,150,2611.6599702380954,1340.7240232252027
"('i06', 'e10', 'c5', 'p11', 'l1')",4032,0,0,9357,1,76.64037698412699,214.05534126404652,0,0,512,1,71.14186507936508,46.37981795121824
"('i38', 'e10', 'c1', 'p17', 'l3')",4032,0,0,27066,212,8701.132192460318,4464.1651211957815,0,0,22001,212,8695.322172619048,4449.210321087805
"('i38', 'e10', 'c1', 'p03', 'l3')",4032,0,0,40180,663,13807.708085317461,7049.81594722417,0,0,34674,663,13794.470734126984,7016.4642579911515
"('i06', 'e10', 'c5', 'p17', 'l3')",4032,0,0,70130,1410,24357.885168650795,12038.601624230403,0,0,52635,1410,24349.277529761905,12012.14711153992
"('i06', 'e10', 'c5', 'p09', 'l3')",4032,0,0,29015,436,10505.806547619048,5143.706604455105,0,0,24983,436,10502.770833333334,5134.804136517702
"('i06', 'e11', 'c5', 'p18', 'l2')",4032,0,0,1431,1,235.5062003968254,154.1025364081594,0,0,697,1,232.37847222222223,142.62682365613182
"('i06', 'e08', 'c5', 'p16', 'l2')",4032,0,0,9187,101,2138.3345734126983,1217.45683690116,0,0,5787,101,2126.4094742063494,1183.2397803141082
"('i02', 'e08', 'c1', 'p17', 'l3')",4032,0,0,2104,1,269.25644841269843,253.87893101863338,0,0,1029,1,265.87301587301585,243.02595504886398
"('i38', 'e10', 'c1', 'p35', 'l2')",4032,0,0,2901,9,533.8333333333334,293.13233610138263,0,0,1376,9,529.421378968254,278.80410673059407
"('i34', 'e03', 'c5', 'p10', 'l3')",4032,0,0,1267,3,243.7470238095238,161.94372427609576,0,0,727,3,238.75446428571428,146.7770662349213
"('i38', 'e11', 'c1', 'p29', 'l2')",4032,0,0,828,3,72.7485119047619,37.89621698368402,0,0,180,3,72.15104166666667,34.42065516359503
"('i38', 'e10', 'c1', 'p15', 'l3')",4032,0,0,26499,246,9851.845734126984,4993.691562525518,0,0,23748,246,9844.734623015873,4977.433036411038
"('i38', 'e10', 'c1', 'p11', 'l3')",4032,0,0,38809,575,13673.260664682539,6874.0193167623975,0,0,33793,575,13659.635664682539,6839.936843840449
"('i06', 'e12', 'c5', 'p17', 'l3')",4032,0,0,2019,4,266.2562003968254,229.20008974071175,0,0,949,4,260.86507936507934,209.6530572528574
"('i38', 'e10', 'c1', 'p02', 'l3')",4032,0,0,11818,56,4112.146577380952,2151.8848156936947,0,0,10567,56,4111.657490079365,2150.340442430369
"('i06', 'e11', 'c5', 'p12', 'l2')",4032,0,0,2395,2,352.09796626984127,234.75487379322598,0,0,1055,2,348.3340773809524,221.99587138982773
"('i38', 'e11', 'c1', 'p04', 'l2')",4032,0,0,528,1,81.21527777777777,43.90617007389463,0,0,212,1,80.44915674603175,41.3023284525031
"('i38', 'e10', 'c1', 'p12', 'l4')",4032,0,0,6597,41,1363.5687003968253,720.6069103117078,0,0,3443,41,1360.189236111111,709.617818663465
"('i06', 'e12', 'c5', 'p14', 'l3')",4032,0,0,2639,1,204.34201388888889,198.03317959109813,0,0,797,1,195.95064484126985,163.67101510377472
"('i38', 'e10', 'c1', 'p02', 'l4')",4032,0,0,4041,14,732.875744047619,394.55991619423827,0,0,1897,14,728.6698908730159,380.6859057484319
"('i06', 'e10', 'c5', 'p13', 'l3')",4032,0,0,77736,1134,22220.647321428572,10697.937938803108,0,0,51524,1134,22180.222222222223,10580.713219385318
"('i38', 'e08', 'c1', 'p10', 'l2')",4032,0,0,9640,10,1327.5744047619048,1036.4692534335682,0,0,4429,10,1306.6212797619048,964.6993353951552
"('i06', 'e08', 'c5', 'p25', 'l2')",4032,0,0,3616,7,451.60739087301585,331.35401612612856,0,0,1442,7,440.2718253968254,293.2548351403193
"('i47', 'e09', 'c1', 'p35', 'l3')",4032,0,0,3036,35,299.0362103174603,273.23948043606663,0,0,1084,35,280.22792658730157,164.4396988787317
"('i06', 'e04', 'c5', 'p29', 'l1')",4032,0,0,661,2,191.8425099206349,107.1247430052385,0,0,495,2,191.59747023809524,106.3977913470056
"('i38', 'e10', 'c1', 'p23', 'l3')",4032,0,0,5793,2,1953.0679563492063,1090.0999134367416,0,0,5071,2,1950.9975198412699,1084.7598021529304
"('i38', 'e10', 'c1', 'p04', 'l4')",4032,0,0,4366,14,733.014632936508,404.92143017778943,0,0,1940,14,727.9397321428571,388.41229218315925
"('i38', 'e10', 'c1', 'p35', 'l3')",4032,0,0,47111,17,841.250248015873,2108.65085391941,0,0,5065,17,737.7204861111111,573.1385570283519
"('i02', 'e08', 'c1', 'p04', 'l3')",4032,0,0,1436,1,188.50595238095238,197.08114481893136,0,0,774,1,185.7720734126984,188.3759127590471
"('i06', 'e10', 'c5', 'p10', 'l4')",4032,0,0,29753,476,7239.972966269841,3701.8973284479907,0,0,18287,476,7227.675347222223,3660.692103292289
"('i38', 'e10', 'c1', 'p05', 'l4')",4032,0,0,6540,51,1356.0808531746031,719.8259096399314,0,0,3449,51,1348.5877976190477,699.1149483751425
"('i06', 'e04', 'c5', 'p21', 'l1')",4032,0,0,1481,4,199.82366071428572,123.18449797503366,0,0,567,4,197.92286706349208,115.54390550831005
"('i38', 'e11', 'c1', 'p02', 'l2')",4032,0,0,523,1,84.54315476190476,43.52360496619997,0,0,212,1,83.78050595238095,40.99842944802069
"('i06', 'e11', 'c5', 'p04', 'l2')",4031,0,0,1267,0,220.43849206349208,138.79961463321612,0,0,633,0,218.56001984126985,132.0773728142842
"('i06', 'e04', 'c5', 'p35', 'l1')",4031,0,0,452,0,131.2437996031746,79.40253607015671,0,0,368,0,130.92609126984127,78.49010081780055
"('i38', 'e10', 'c1', 'p23', 'l4')",4031,0,0,2866,0,382.4895833333333,220.90223294135617,0,0,1032,0,380.843501984127,213.5528238953737
"('i02', 'e09', 'c1', 'p03', 'l3')",4031,0,0,446,0,90.33333333333333,66.15549563849252,0,0,286,0,90.07514880952381,65.2635458289263
"('i06', 'e10', 'c5', 'p01', 'l1')",4031,0,0,7659,0,74.98363095238095,177.85332520818898,0,0,460,0,70.26760912698413,42.469656096165686
"('i06', 'e04', 'c5', 'p07', 'l1')",4031,0,0,1061,0,123.60416666666667,84.94942217506241,0,0,370,0,121.05952380952381,75.45771330088554
"('i15', 'e04', 'c2', 'p35', 'l3')",4031,0,0,16161,0,776.9605654761905,1216.5346475921433,0,0,4395,0,729.7056051587301,986.2027572266463
"('i38', 'e10', 'c1', 'p28', 'l3')",4031,0,0,4952,0,1483.7408234126983,848.3211773734488,0,0,4022,0,1483.1850198412699,846.7813916190304
"('i38', 'e09', 'c1', 'p19', 'l2')",4031,0,0,650,0,152.53075396825398,88.92982032525606,0,0,415,0,152.11830357142858,87.64351689582158
"('i06', 'e11', 'c5', 'p13', 'l2')",4031,0,0,2102,0,271.9114583333333,172.7623747883668,0,0,785,0,268.01760912698415,156.8842047746547
"('i06', 'e04', 'c5', 'p13', 'l1')",4031,0,0,530,0,93.64285714285714,56.88648217056049,0,0,264,0,92.77405753968254,53.76460941733211
"('i17', 'e04', 'c5', 'p19', 'l3')",4031,0,0,515,0,76.2889384920635,45.68668201300383,0,0,211,0,75.41592261904762,42.73538776590133
"('i06', 'e10', 'c5', 'p15', 'l1')",4031,0,0,8864,0,105.57986111111111,191.0138664956853,0,0,635,0,100.87847222222223,63.93497605801469
"('i06', 'e12', 'c5', 'p23', 'l3')",4031,0,0,8872,0,116.70709325396825,191.33343902768783,0,0,673,0,109.8829365079365,97.93364435643389
"('i06', 'e10', 'c5', 'p20', 'l4')",4031,0,0,1253,0,302.9761904761905,160.48112782958557,0,0,782,0,302.296378968254,158.3292189527559
"('i06', 'e12', 'c5', 'p24', 'l3')",4031,0,0,2004,0,217.78174603174602,200.7012099582297,0,0,818,0,210.7889384920635,175.31911054555437
"('i06', 'e10', 'c5', 'p03', 'l1')",4031,0,0,4903,0,62.01488095238095,111.53249436105393,0,0,370,0,59.30059523809524,36.38190860105082
"('i06', 'e10', 'c5', 'p16', 'l1')",4031,0,0,9097,0,79.44965277777777,196.22180427540084,0,0,502,0,74.0047123015873,46.112292068149685
"('i38', 'e01', 'c1', 'p19', 'l3')",4031,0,0,877,0,162.41517857142858,94.58261090435168,0,0,438,0,161.99404761904762,93.08594693162046
"('i38', 'e10', 'c1', 'p19', 'l2')",4031,0,0,1264,0,185.45262896825398,110.58407003573295,0,0,517,0,184.5545634920635,106.99339839729885
"('i38', 'e10', 'c1', 'p22', 'l3')",4031,0,0,6006,0,1838.327876984127,1025.9685537821604,0,0,4787,0,1836.7750496031747,1021.6802775459098
"('i06', 'e01', 'c5', 'p21', 'l3')",4030,0,0,869,0,104.92633928571429,64.45527458107206,0,0,287,0,104.37251984126983,62.168682295291894
"('i06', 'e11', 'c5', 'p06', 'l2')",4030,0,0,2171,0,216.69940476190476,139.7257071328418,0,0,633,0,214.47767857142858,129.7732148764639
"('i06', 'e04', 'c5', 'p12', 'l1')",4030,0,0,663,0,98.87673611111111,61.95403549686678,0,0,284,0,98.23660714285714,59.64859537121022
"('i38', 'e08', 'c1', 'p01', 'l2')",4030,0,0,4687,0,301.89434523809524,316.24812055995875,0,0,1235,0,275.88169642857144,199.44666919125825
"('i06', 'e12', 'c5', 'p04', 'l3')",4030,0,0,1852,0,191.1470734126984,187.6884659861989,0,0,751,0,184.1001984126984,160.7875841050595
"('i06', 'e10', 'c5', 'p21', 'l1')",4030,0,0,8200,0,76.49181547619048,182.36085131338834,0,0,489,0,71.76364087301587,45.88059184203915
"('i06', 'e12', 'c5', 'p22', 'l3')",4030,0,0,1857,0,159.21552579365078,243.35555473189916,0,0,887,0,141.19196428571428,156.42780789313866
"('i06', 'e10', 'c5', 'p05', 'l1')",4030,0,0,6851,0,74.40004960317461,149.77536893919026,0,0,488,0,70.76512896825396,43.57456485912325
"('i06', 'e10', 'c5', 'p07', 'l1')",4029,0,0,3403,0,52.752232142857146,77.2142123784982,0,0,271,0,50.72519841269841,29.662768603595882
"('i06', 'e01', 'c5', 'p16', 'l3')",4029,0,0,739,0,93.48685515873017,57.94073519957368,0,0,261,0,92.7390873015873,54.92511478447375
"('i06', 'e10', 'c5', 'p17', 'l1')",4029,0,0,5019,0,56.91865079365079,113.70567917894306,0,0,368,0,53.89781746031746,34.025870981213274
"('i06', 'e01', 'c5', 'p15', 'l3')",4029,0,0,814,0,98.61036706349206,60.42219368531911,0,0,276,0,97.76016865079364,57.21403416234768
"('i38', 'e10', 'c4', 'p10', 'l3')",4029,0,0,3782,0,858.0538194444445,592.1496522376199,0,0,2621,0,853.6671626984127,578.6145491269591
"('i14', 'e08', 'c5', 'p10', 'l3')",4029,0,0,8363,0,254.9156746031746,814.3742746176777,0,0,2598,0,197.94419642857142,429.19723551678095
"('i06', 'e04', 'c5', 'p22', 'l1')",4029,0,0,460,0,86.95337301587301,57.1859896238378,0,0,257,0,86.43105158730158,55.532913414540594
"('i06', 'e10', 'c5', 'p31', 'l4')",4029,0,0,1085,0,218.86904761904762,123.50391282233248,0,0,574,0,218.43948412698413,121.96520291767544
"('i06', 'e10', 'c5', 'p13', 'l1')",4029,0,0,6319,0,61.042162698412696,147.72167297573944,0,0,503,0,57.40823412698413,47.47387033662661
"('i02', 'e08', 'c1', 'p03', 'l3')",4029,0,0,3391,0,357.2626488095238,364.5928192150012,0,0,1446,0,348.9796626984127,334.91443482456003
"('i46', 'e04', 'c1', 'p35', 'l3')",4029,0,0,93627,0,1514.3680555555557,6208.302324702952,0,0,19357,0,1086.125992063492,2851.3794363393968
"('i38', 'e10', 'c1', 'p22', 'l4')",4029,0,0,2732,0,367.7217261904762,210.14979999205997,0,0,959,0,366.0,203.16462189876918
"('i38', 'e10', 'c1', 'p35', 'l4')",4029,1,0,2798,0,401.8487103174603,293.0116123781037,1,0,1259,0,397.43179563492066,278.59691648678086
"('i06', 'e10', 'c5', 'p35', 'l1')",4029,0,0,4111,0,42.12872023809524,93.25123966445403,0,0,300,0,39.59449404761905,25.686159099555212
"('i34', 'e08', 'c5', 'p19', 'l3')",4029,0,0,454,0,57.43080357142857,41.409344393797326,0,0,178,0,56.05009920634921,36.128167873268175
"('i06', 'e12', 'c5', 'p06', 'l3')",4029,0,0,1986,0,165.97123015873015,168.4979177302767,0,0,669,0,160.47321428571428,148.62737468161015
"('i38', 'e11', 'c1', 'p06', 'l2')",4029,0,0,402,0,52.41542658730159,28.733229928077513,0,0,138,0,52.00892857142857,26.901549633089257
"('i06', 'e09', 'c5', 'p15', 'l2')",4028,0,0,449,0,82.6359126984127,49.2492031194124,0,0,230,0,82.31547619047619,47.89397680769245
"('i02', 'e08', 'c1', 'p12', 'l3')",4028,0,0,1317,0,242.92906746031747,222.1754732213133,0,0,909,0,240.54637896825398,215.0362126475096
"('i06', 'e11', 'c5', 'p14', 'l2')",4028,0,0,1311,0,185.10540674603175,124.0687055664152,0,0,555,0,182.75595238095238,115.16757314906549
"('i06', 'e01', 'c5', 'p01', 'l3')",4028,0,0,789,0,88.70138888888889,53.41746636032733,0,0,247,0,88.1421130952381,51.12819819913845
"('i06', 'e04', 'c5', 'p14', 'l1')",4028,0,0,526,0,78.76488095238095,51.42287217304679,0,0,233,0,78.12127976190476,49.09127516343137
"('i38', 'e11', 'c1', 'p09', 'l2')",4028,0,0,334,0,53.78720238095238,29.163364692524777,0,0,141,0,53.28174603174603,27.089760851346014
"('i46', 'e09', 'c1', 'p35', 'l3')",4028,0,0,65503,0,1013.6847718253969,3838.5015613768746,0,0,12432,0,770.4786706349206,1892.2047099158162
"('i38', 'e08', 'c1', 'p13', 'l2')",4027,1,0,3966,0,382.0875496031746,399.50678610829,1,0,1580,0,366.8206845238095,345.32541924583137
"('i06', 'e04', 'c5', 'p04', 'l1')",4027,0,0,491,0,131.70411706349208,86.96396468471703,0,0,392,0,131.50843253968253,86.409855475731
"('i06', 'e01', 'c5', 'p03', 'l3')",4027,0,0,660,0,68.82465277777777,42.0121894794784,0,0,193,0,68.34275793650794,40.01201552089797
"('i06', 'e10', 'c5', 'p29', 'l1')",4027,0,0,3986,0,38.302083333333336,91.26346941046195,0,0,306,0,35.91468253968254,22.106729805129405
"('i38', 'e10', 'c1', 'p20', 'l3')",4027,0,0,7023,0,981.0079365079365,569.4795621119359,0,0,2631,0,978.0714285714286,556.9750993240243
"('i14', 'e08', 'c5', 'p15', 'l3')",4027,0,0,83240,0,453.5173611111111,2315.3626111319923,0,0,7393,0,329.11656746031747,952.9100122111976
"('i06', 'e01', 'c5', 'p17', 'l3')",4026,0,0,612,0,68.81001984126983,43.31972793282766,0,0,197,0,68.02951388888889,40.39922146774866
"('i06', 'e11', 'c5', 'p02', 'l2')",4026,0,0,854,0,184.24652777777777,123.21108902278952,0,0,552,0,182.60887896825398,117.76055015644268
"('i12', 'e08', 'c5', 'p19', 'l3')",4026,0,0,323,0,33.67435515873016,16.678919813694172,0,0,83,0,33.11185515873016,14.102063423079079
"('i06', 'e04', 'c5', 'p06', 'l1')",4026,0,0,452,0,85.07514880952381,54.6863083314852,0,0,245,0,84.56696428571429,52.91613685440352
"('i14', 'e08', 'c5', 'p03', 'l3')",4026,0,0,13112,0,355.23363095238096,1136.7294058145776,0,0,3607,0,265.5047123015873,568.4769416712705
"('i02', 'e08', 'c1', 'p16', 'l3')",4026,0,0,1990,0,269.5756448412698,259.97337743751893,0,0,1048,0,266.3492063492063,249.74695642076122
"('i17', 'e08', 'c5', 'p19', 'l3')",4026,0,0,185,0,61.292162698412696,34.9093846549807,0,0,166,0,61.20436507936508,34.66733059107899
"('i38', 'e10', 'c1', 'p25', 'l4')",4026,0,0,1767,0,274.4583333333333,162.64869494179732,0,0,761,0,272.99776785714283,157.33477490315695
"('i38', 'e11', 'c1', 'p35', 'l2')",4026,0,0,560,0,43.26438492063492,36.716322456650325,1,0,153,0,42.002232142857146,30.586702568040778
"('i38', 'e10', 'c1', 'p01', 'l2')",4025,0,0,560,0,92.30034722222223,56.92993221864153,0,0,262,0,91.54414682539682,54.337245472164405
"('i38', 'e10', 'c1', 'p28', 'l4')",4025,0,0,1928,0,318.2552083333333,183.76223395634705,0,0,863,0,316.9970238095238,179.35266782355933
"('i02', 'e09', 'c1', 'p12', 'l3')",4025,0,0,278,0,51.99355158730159,42.17439414988717,0,0,177,0,51.698660714285715,41.19599300267144
"('i02', 'e08', 'c1', 'p15', 'l3')",4025,0,0,1877,0,347.4273313492063,326.53123586125224,0,0,1322,0,344.4714781746032,317.71010917536097
"('i02', 'e08', 'c1', 'p07', 'l3')",4025,0,0,2559,0,194.96949404761904,205.94316717746497,0,0,811,0,192.36458333333334,195.96228914130646
"('i06', 'e10', 'c5', 'p12', 'l1')",4025,0,0,5223,0,53.10962301587302,122.23862578411148,0,0,296,0,49.36929563492063,30.73139971224401
"('i06', 'e01', 'c5', 'p07', 'l3')",4025,0,0,477,0,66.27405753968254,42.95165635150709,0,0,195,0,65.74255952380952,41.174446129653745
"('i06', 'e09', 'c5', 'p16', 'l2')",4025,0,0,352,0,74.81473214285714,45.536845704265964,0,0,210,0,74.65600198412699,45.04041360628689
